// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 4 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in /home/carlos/Projects/code-maze/CodeMazeSourceCode/GrpcVsRest/bin/Release/netcoreapp3.1/07120259-2682-49c1-a46c-4388d1094bda
// command took 1.66s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in /home/carlos/Projects/code-maze/CodeMazeSourceCode/GrpcVsRest/bin/Release/netcoreapp3.1/07120259-2682-49c1-a46c-4388d1094bda
// command took 4.41s and exited with 0
// ***** Done, took 00:00:06 (6.19 sec)   *****
// Found 4 benchmarks:
//   BenchmarkHarness.RestGetSmallPayloadAsync: DefaultJob [IterationCount=100]
//   BenchmarkHarness.GrpcGetSmallPayloadAsync: DefaultJob [IterationCount=100]
//   BenchmarkHarness.RestGetSmallPayloadAsync: DefaultJob [IterationCount=200]
//   BenchmarkHarness.GrpcGetSmallPayloadAsync: DefaultJob [IterationCount=200]

// **************************
// Benchmark: BenchmarkHarness.RestGetSmallPayloadAsync: DefaultJob [IterationCount=100]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "07120259-2682-49c1-a46c-4388d1094bda.dll" --benchmarkName "GrpcVsRest.BenchmarkHarness.RestGetSmallPayloadAsync(IterationCount: 100)" --job "Default" --benchmarkId 0 in /home/carlos/Projects/code-maze/CodeMazeSourceCode/GrpcVsRest/bin/Release/netcoreapp3.1/07120259-2682-49c1-a46c-4388d1094bda/bin/Release/netcoreapp3.1
Failed to set up high priority. Make sure you have the right permissions. Message: Permission denied
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob


// BeforeActualRun
WorkloadActual   1: 1 op, 358183394.00 ns, 358.1834 ms/op
WorkloadActual   2: 1 op, 355483478.00 ns, 355.4835 ms/op
WorkloadActual   3: 1 op, 349022137.00 ns, 349.0221 ms/op
WorkloadActual   4: 1 op, 358631948.00 ns, 358.6319 ms/op
WorkloadActual   5: 1 op, 367747171.00 ns, 367.7472 ms/op
WorkloadActual   6: 1 op, 357979529.00 ns, 357.9795 ms/op
WorkloadActual   7: 1 op, 346303100.00 ns, 346.3031 ms/op
WorkloadActual   8: 1 op, 361603404.00 ns, 361.6034 ms/op
WorkloadActual   9: 1 op, 366311568.00 ns, 366.3116 ms/op
WorkloadActual  10: 1 op, 363146639.00 ns, 363.1466 ms/op
WorkloadActual  11: 1 op, 359470431.00 ns, 359.4704 ms/op
WorkloadActual  12: 1 op, 356572167.00 ns, 356.5722 ms/op
WorkloadActual  13: 1 op, 359994851.00 ns, 359.9949 ms/op
WorkloadActual  14: 1 op, 364889943.00 ns, 364.8899 ms/op
WorkloadActual  15: 1 op, 359764142.00 ns, 359.7641 ms/op

// AfterActualRun
WorkloadResult   1: 1 op, 358183394.00 ns, 358.1834 ms/op
WorkloadResult   2: 1 op, 355483478.00 ns, 355.4835 ms/op
WorkloadResult   3: 1 op, 349022137.00 ns, 349.0221 ms/op
WorkloadResult   4: 1 op, 358631948.00 ns, 358.6319 ms/op
WorkloadResult   5: 1 op, 367747171.00 ns, 367.7472 ms/op
WorkloadResult   6: 1 op, 357979529.00 ns, 357.9795 ms/op
WorkloadResult   7: 1 op, 346303100.00 ns, 346.3031 ms/op
WorkloadResult   8: 1 op, 361603404.00 ns, 361.6034 ms/op
WorkloadResult   9: 1 op, 366311568.00 ns, 366.3116 ms/op
WorkloadResult  10: 1 op, 363146639.00 ns, 363.1466 ms/op
WorkloadResult  11: 1 op, 359470431.00 ns, 359.4704 ms/op
WorkloadResult  12: 1 op, 356572167.00 ns, 356.5722 ms/op
WorkloadResult  13: 1 op, 359994851.00 ns, 359.9949 ms/op
WorkloadResult  14: 1 op, 364889943.00 ns, 364.8899 ms/op
WorkloadResult  15: 1 op, 359764142.00 ns, 359.7641 ms/op

// AfterAll
// Benchmark Process 38087 has exited with code 0

Mean = 359.007 ms, StdErr = 1.498 ms (0.42%), N = 15, StdDev = 5.802 ms
Min = 346.303 ms, Q1 = 357.276 ms, Median = 359.470 ms, Q3 = 362.375 ms, Max = 367.747 ms
IQR = 5.099 ms, LowerFence = 349.627 ms, UpperFence = 370.024 ms
ConfidenceInterval = [352.804 ms; 365.210 ms] (CI 99.9%), Margin = 6.203 ms (1.73% of Mean)
Skewness = -0.6, Kurtosis = 2.73, MValue = 2

// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts/results/GrpcVsRest.BenchmarkHarness-report.csv
  BenchmarkDotNet.Artifacts/results/GrpcVsRest.BenchmarkHarness-report-github.md
  BenchmarkDotNet.Artifacts/results/GrpcVsRest.BenchmarkHarness-report.html

// * Detailed results *
BenchmarkHarness.RestGetSmallPayloadAsync: DefaultJob [IterationCount=100]
Runtime = .NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT; GC = Concurrent Workstation
Mean = 340.405 ms, StdErr = 1.948 ms (0.57%), N = 56, StdDev = 14.575 ms
Min = 307.043 ms, Q1 = 329.620 ms, Median = 343.572 ms, Q3 = 351.057 ms, Max = 372.159 ms
IQR = 21.437 ms, LowerFence = 297.465 ms, UpperFence = 383.213 ms
ConfidenceInterval = [333.634 ms; 347.176 ms] (CI 99.9%), Margin = 6.771 ms (1.99% of Mean)
Skewness = -0.16, Kurtosis = 2.58, MValue = 2
-------------------- Histogram --------------------
[302.043 ms ; 312.748 ms) | @@
[312.748 ms ; 325.537 ms) | @@@@@@@@
[325.537 ms ; 338.318 ms) | @@@@@@@@@@@@@@@
[338.318 ms ; 353.240 ms) | @@@@@@@@@@@@@@@@@@@@@@@
[353.240 ms ; 364.292 ms) | @@@@@
[364.292 ms ; 374.292 ms) | @@@
---------------------------------------------------

BenchmarkHarness.GrpcGetSmallPayloadAsync: DefaultJob [IterationCount=100]
Runtime = .NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT; GC = Concurrent Workstation
Mean = 182.243 ms, StdErr = 0.943 ms (0.52%), N = 24, StdDev = 4.620 ms
Min = 171.454 ms, Q1 = 180.154 ms, Median = 183.214 ms, Q3 = 185.501 ms, Max = 188.228 ms
IQR = 5.347 ms, LowerFence = 172.134 ms, UpperFence = 193.522 ms
ConfidenceInterval = [178.690 ms; 185.796 ms] (CI 99.9%), Margin = 3.553 ms (1.95% of Mean)
Skewness = -0.7, Kurtosis = 2.47, MValue = 2
-------------------- Histogram --------------------
[169.352 ms ; 173.875 ms) | @
[173.875 ms ; 179.558 ms) | @@@@
[179.558 ms ; 184.044 ms) | @@@@@@@@
[184.044 ms ; 188.249 ms) | @@@@@@@@@@@
---------------------------------------------------

BenchmarkHarness.RestGetSmallPayloadAsync: DefaultJob [IterationCount=200]
Runtime = .NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT; GC = Concurrent Workstation
Mean = 673.773 ms, StdErr = 3.747 ms (0.56%), N = 36, StdDev = 22.482 ms
Min = 623.730 ms, Q1 = 661.556 ms, Median = 675.063 ms, Q3 = 688.314 ms, Max = 720.070 ms
IQR = 26.757 ms, LowerFence = 621.420 ms, UpperFence = 728.450 ms
ConfidenceInterval = [660.317 ms; 687.229 ms] (CI 99.9%), Margin = 13.456 ms (2.00% of Mean)
Skewness = -0.21, Kurtosis = 2.78, MValue = 2
-------------------- Histogram --------------------
[619.386 ms ; 637.259 ms) | @@@
[637.259 ms ; 663.800 ms) | @@@@@@@
[663.800 ms ; 685.991 ms) | @@@@@@@@@@@@@@@@
[685.991 ms ; 703.554 ms) | @@@@@@@
[703.554 ms ; 723.057 ms) | @@@
---------------------------------------------------

BenchmarkHarness.GrpcGetSmallPayloadAsync: DefaultJob [IterationCount=200]
Runtime = .NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT; GC = Concurrent Workstation
Mean = 359.007 ms, StdErr = 1.498 ms (0.42%), N = 15, StdDev = 5.802 ms
Min = 346.303 ms, Q1 = 357.276 ms, Median = 359.470 ms, Q3 = 362.375 ms, Max = 367.747 ms
IQR = 5.099 ms, LowerFence = 349.627 ms, UpperFence = 370.024 ms
ConfidenceInterval = [352.804 ms; 365.210 ms] (CI 99.9%), Margin = 6.203 ms (1.73% of Mean)
Skewness = -0.6, Kurtosis = 2.73, MValue = 2
-------------------- Histogram --------------------
[344.186 ms ; 354.958 ms) | @@
[354.958 ms ; 369.101 ms) | @@@@@@@@@@@@@
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.12.1, OS=ubuntu 20.04
AMD FX(tm)-8350, 1 CPU, 8 logical and 4 physical cores
.NET Core SDK=5.0.100
  [Host]     : .NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT
  DefaultJob : .NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT


|                   Method | IterationCount |     Mean |    Error |   StdDev |
|------------------------- |--------------- |---------:|---------:|---------:|
| RestGetSmallPayloadAsync |            100 | 340.4 ms |  6.77 ms | 14.57 ms |
| GrpcGetSmallPayloadAsync |            100 | 182.2 ms |  3.55 ms |  4.62 ms |
| RestGetSmallPayloadAsync |            200 | 673.8 ms | 13.46 ms | 22.48 ms |
| GrpcGetSmallPayloadAsync |            200 | 359.0 ms |  6.20 ms |  5.80 ms |

// * Hints *
Outliers
  BenchmarkHarness.GrpcGetSmallPayloadAsync: Default -> 1 outlier  was  detected (171.45 ms)
  BenchmarkHarness.GrpcGetSmallPayloadAsync: Default -> 2 outliers were detected (346.30 ms, 349.02 ms)

// * Legends *
  IterationCount : Value of the 'IterationCount' parameter
  Mean           : Arithmetic mean of all measurements
  Error          : Half of 99.9% confidence interval
  StdDev         : Standard deviation of all measurements
  1 ms           : 1 Millisecond (0.001 sec)

// ***** BenchmarkRunner: End *****
// ** Remained 0 benchmark(s) to run **
Run time: 00:01:11 (71.93 sec), executed benchmarks: 4

Global total time: 00:01:18 (78.13 sec), executed benchmarks: 4
// * Artifacts cleanup *
