// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 4 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in /Users/cds100/Projects/CodeMazeSourceCode/GRPCvsREST/bin/Release/netcoreapp3.1/cfde9253-421c-4de7-8825-58f7bf658707
// command took 3.55s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in /Users/cds100/Projects/CodeMazeSourceCode/GRPCvsREST/bin/Release/netcoreapp3.1/cfde9253-421c-4de7-8825-58f7bf658707
// command took 6.22s and exited with 0
// ***** Done, took 00:00:10 (10.09 sec)   *****
// Found 4 benchmarks:
//   BenchmarkHarness.RestGetSmallPayloadAsync: DefaultJob [IterationCount=100]
//   BenchmarkHarness.GrpcGetSmallPayloadAsync: DefaultJob [IterationCount=100]
//   BenchmarkHarness.RestGetSmallPayloadAsync: DefaultJob [IterationCount=200]
//   BenchmarkHarness.GrpcGetSmallPayloadAsync: DefaultJob [IterationCount=200]

// **************************
// Benchmark: BenchmarkHarness.RestGetSmallPayloadAsync: DefaultJob [IterationCount=100]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "cfde9253-421c-4de7-8825-58f7bf658707.dll" --benchmarkName "RESTvsGRPC.BenchmarkHarness.RestGetSmallPayloadAsync(IterationCount: 100)" --job "Default" --benchmarkId 0 in /Users/cds100/Projects/CodeMazeSourceCode/GRPCvsREST/bin/Release/netcoreapp3.1/cfde9253-421c-4de7-8825-58f7bf658707/bin/Release/netcoreapp3.1
Failed to set up high priority. Make sure you have the right permissions. Message: Permission denied
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.8 (CoreCLR 4.700.20.41105, CoreFX 4.700.20.41903), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

WorkloadActual  43: 1 op, 834946257.00 ns, 834.9463 ms/op
WorkloadActual  44: 1 op, 762031033.00 ns, 762.0310 ms/op
WorkloadActual  45: 1 op, 756392522.00 ns, 756.3925 ms/op
WorkloadActual  46: 1 op, 840060967.00 ns, 840.0610 ms/op
WorkloadActual  47: 1 op, 841896771.00 ns, 841.8968 ms/op
WorkloadActual  48: 1 op, 755542391.00 ns, 755.5424 ms/op
WorkloadActual  49: 1 op, 759957113.00 ns, 759.9571 ms/op
WorkloadActual  50: 1 op, 753776943.00 ns, 753.7769 ms/op
WorkloadActual  51: 1 op, 749428110.00 ns, 749.4281 ms/op
WorkloadActual  52: 1 op, 744867633.00 ns, 744.8676 ms/op
WorkloadActual  53: 1 op, 744348709.00 ns, 744.3487 ms/op
WorkloadActual  54: 1 op, 738577053.00 ns, 738.5771 ms/op
WorkloadActual  55: 1 op, 741482867.00 ns, 741.4829 ms/op
WorkloadActual  56: 1 op, 771336860.00 ns, 771.3369 ms/op
WorkloadActual  57: 1 op, 980432694.00 ns, 980.4327 ms/op
WorkloadActual  58: 1 op, 742930973.00 ns, 742.9310 ms/op
WorkloadActual  59: 1 op, 744915245.00 ns, 744.9152 ms/op
WorkloadActual  60: 1 op, 811745957.00 ns, 811.7460 ms/op
WorkloadActual  61: 1 op, 752112701.00 ns, 752.1127 ms/op
WorkloadActual  62: 1 op, 756950996.00 ns, 756.9510 ms/op
WorkloadActual  63: 1 op, 748098636.00 ns, 748.0986 ms/op
WorkloadActual  64: 1 op, 740422029.00 ns, 740.4220 ms/op
WorkloadActual  65: 1 op, 767168651.00 ns, 767.1687 ms/op
WorkloadActual  66: 1 op, 744260986.00 ns, 744.2610 ms/op
WorkloadActual  67: 1 op, 760671418.00 ns, 760.6714 ms/op
WorkloadActual  68: 1 op, 808484005.00 ns, 808.4840 ms/op
WorkloadActual  69: 1 op, 899427421.00 ns, 899.4274 ms/op
WorkloadActual  70: 1 op, 796554442.00 ns, 796.5544 ms/op
WorkloadActual  71: 1 op, 938433301.00 ns, 938.4333 ms/op
WorkloadActual  72: 1 op, 1838788953.00 ns, 1.8388 s/op
WorkloadActual  73: 1 op, 973082919.00 ns, 973.0829 ms/op
WorkloadActual  74: 1 op, 814258436.00 ns, 814.2584 ms/op
WorkloadActual  75: 1 op, 812800702.00 ns, 812.8007 ms/op
WorkloadActual  76: 1 op, 846499649.00 ns, 846.4996 ms/op
WorkloadActual  77: 1 op, 853522716.00 ns, 853.5227 ms/op
WorkloadActual  78: 1 op, 877188051.00 ns, 877.1881 ms/op
WorkloadActual  79: 1 op, 861649379.00 ns, 861.6494 ms/op
WorkloadActual  80: 1 op, 852543404.00 ns, 852.5434 ms/op
WorkloadActual  81: 1 op, 856799958.00 ns, 856.8000 ms/op
WorkloadActual  82: 1 op, 916576273.00 ns, 916.5763 ms/op
WorkloadActual  83: 1 op, 887563736.00 ns, 887.5637 ms/op
WorkloadActual  84: 1 op, 1279968889.00 ns, 1.2800 s/op
WorkloadActual  85: 1 op, 955467750.00 ns, 955.4678 ms/op
WorkloadActual  86: 1 op, 883688361.00 ns, 883.6884 ms/op
WorkloadActual  87: 1 op, 854541024.00 ns, 854.5410 ms/op
WorkloadActual  88: 1 op, 897672782.00 ns, 897.6728 ms/op
WorkloadActual  89: 1 op, 927595703.00 ns, 927.5957 ms/op
WorkloadActual  90: 1 op, 850800761.00 ns, 850.8008 ms/op
WorkloadActual  91: 1 op, 826802040.00 ns, 826.8020 ms/op
WorkloadActual  92: 1 op, 927702936.00 ns, 927.7029 ms/op
WorkloadActual  93: 1 op, 930930489.00 ns, 930.9305 ms/op
WorkloadActual  94: 1 op, 828841879.00 ns, 828.8419 ms/op
WorkloadActual  95: 1 op, 830462572.00 ns, 830.4626 ms/op
WorkloadActual  96: 1 op, 797040063.00 ns, 797.0401 ms/op
WorkloadActual  97: 1 op, 858256480.00 ns, 858.2565 ms/op
WorkloadActual  98: 1 op, 931088632.00 ns, 931.0886 ms/op
WorkloadActual  99: 1 op, 832570553.00 ns, 832.5706 ms/op
WorkloadActual  100: 1 op, 896963641.00 ns, 896.9636 ms/op

// AfterActualRun
WorkloadResult   1: 1 op, 775751472.00 ns, 775.7515 ms/op
WorkloadResult   2: 1 op, 813477015.00 ns, 813.4770 ms/op
WorkloadResult   3: 1 op, 823096675.00 ns, 823.0967 ms/op
WorkloadResult   4: 1 op, 805759126.00 ns, 805.7591 ms/op
WorkloadResult   5: 1 op, 793574334.00 ns, 793.5743 ms/op
WorkloadResult   6: 1 op, 758452216.00 ns, 758.4522 ms/op
WorkloadResult   7: 1 op, 792511930.00 ns, 792.5119 ms/op
WorkloadResult   8: 1 op, 825064356.00 ns, 825.0644 ms/op
WorkloadResult   9: 1 op, 810038193.00 ns, 810.0382 ms/op
WorkloadResult  10: 1 op, 883415167.00 ns, 883.4152 ms/op
WorkloadResult  11: 1 op, 789673550.00 ns, 789.6735 ms/op
WorkloadResult  12: 1 op, 870391284.00 ns, 870.3913 ms/op
WorkloadResult  13: 1 op, 749467313.00 ns, 749.4673 ms/op
WorkloadResult  14: 1 op, 740300847.00 ns, 740.3008 ms/op
WorkloadResult  15: 1 op, 747821678.00 ns, 747.8217 ms/op
WorkloadResult  16: 1 op, 739530984.00 ns, 739.5310 ms/op
WorkloadResult  17: 1 op, 776665417.00 ns, 776.6654 ms/op
WorkloadResult  18: 1 op, 727022082.00 ns, 727.0221 ms/op
WorkloadResult  19: 1 op, 779966335.00 ns, 779.9663 ms/op
WorkloadResult  20: 1 op, 733489281.00 ns, 733.4893 ms/op
WorkloadResult  21: 1 op, 840912470.00 ns, 840.9125 ms/op
WorkloadResult  22: 1 op, 854217060.00 ns, 854.2171 ms/op
WorkloadResult  23: 1 op, 798889370.00 ns, 798.8894 ms/op
WorkloadResult  24: 1 op, 933088877.00 ns, 933.0889 ms/op
WorkloadResult  25: 1 op, 744201102.00 ns, 744.2011 ms/op
WorkloadResult  26: 1 op, 762377831.00 ns, 762.3778 ms/op
WorkloadResult  27: 1 op, 766043704.00 ns, 766.0437 ms/op
WorkloadResult  28: 1 op, 741921684.00 ns, 741.9217 ms/op
WorkloadResult  29: 1 op, 743448509.00 ns, 743.4485 ms/op
WorkloadResult  30: 1 op, 952616271.00 ns, 952.6163 ms/op
WorkloadResult  31: 1 op, 869477008.00 ns, 869.4770 ms/op
WorkloadResult  32: 1 op, 834412850.00 ns, 834.4129 ms/op
WorkloadResult  33: 1 op, 830758854.00 ns, 830.7589 ms/op
WorkloadResult  34: 1 op, 806179615.00 ns, 806.1796 ms/op
WorkloadResult  35: 1 op, 819955685.00 ns, 819.9557 ms/op
WorkloadResult  36: 1 op, 821026533.00 ns, 821.0265 ms/op
WorkloadResult  37: 1 op, 824794770.00 ns, 824.7948 ms/op
WorkloadResult  38: 1 op, 932866397.00 ns, 932.8664 ms/op
WorkloadResult  39: 1 op, 862529688.00 ns, 862.5297 ms/op
WorkloadResult  40: 1 op, 816732938.00 ns, 816.7329 ms/op
WorkloadResult  41: 1 op, 820388776.00 ns, 820.3888 ms/op
WorkloadResult  42: 1 op, 775690651.00 ns, 775.6907 ms/op
WorkloadResult  43: 1 op, 834946257.00 ns, 834.9463 ms/op
WorkloadResult  44: 1 op, 762031033.00 ns, 762.0310 ms/op
WorkloadResult  45: 1 op, 756392522.00 ns, 756.3925 ms/op
WorkloadResult  46: 1 op, 840060967.00 ns, 840.0610 ms/op
WorkloadResult  47: 1 op, 841896771.00 ns, 841.8968 ms/op
WorkloadResult  48: 1 op, 755542391.00 ns, 755.5424 ms/op
WorkloadResult  49: 1 op, 759957113.00 ns, 759.9571 ms/op
WorkloadResult  50: 1 op, 753776943.00 ns, 753.7769 ms/op
WorkloadResult  51: 1 op, 749428110.00 ns, 749.4281 ms/op
WorkloadResult  52: 1 op, 744867633.00 ns, 744.8676 ms/op
WorkloadResult  53: 1 op, 744348709.00 ns, 744.3487 ms/op
WorkloadResult  54: 1 op, 738577053.00 ns, 738.5771 ms/op
WorkloadResult  55: 1 op, 741482867.00 ns, 741.4829 ms/op
WorkloadResult  56: 1 op, 771336860.00 ns, 771.3369 ms/op
WorkloadResult  57: 1 op, 980432694.00 ns, 980.4327 ms/op
WorkloadResult  58: 1 op, 742930973.00 ns, 742.9310 ms/op
WorkloadResult  59: 1 op, 744915245.00 ns, 744.9152 ms/op
WorkloadResult  60: 1 op, 811745957.00 ns, 811.7460 ms/op
WorkloadResult  61: 1 op, 752112701.00 ns, 752.1127 ms/op
WorkloadResult  62: 1 op, 756950996.00 ns, 756.9510 ms/op
WorkloadResult  63: 1 op, 748098636.00 ns, 748.0986 ms/op
WorkloadResult  64: 1 op, 740422029.00 ns, 740.4220 ms/op
WorkloadResult  65: 1 op, 767168651.00 ns, 767.1687 ms/op
WorkloadResult  66: 1 op, 744260986.00 ns, 744.2610 ms/op
WorkloadResult  67: 1 op, 760671418.00 ns, 760.6714 ms/op
WorkloadResult  68: 1 op, 808484005.00 ns, 808.4840 ms/op
WorkloadResult  69: 1 op, 899427421.00 ns, 899.4274 ms/op
WorkloadResult  70: 1 op, 796554442.00 ns, 796.5544 ms/op
WorkloadResult  71: 1 op, 938433301.00 ns, 938.4333 ms/op
WorkloadResult  72: 1 op, 973082919.00 ns, 973.0829 ms/op
WorkloadResult  73: 1 op, 814258436.00 ns, 814.2584 ms/op
WorkloadResult  74: 1 op, 812800702.00 ns, 812.8007 ms/op
WorkloadResult  75: 1 op, 846499649.00 ns, 846.4996 ms/op
WorkloadResult  76: 1 op, 853522716.00 ns, 853.5227 ms/op
WorkloadResult  77: 1 op, 877188051.00 ns, 877.1881 ms/op
WorkloadResult  78: 1 op, 861649379.00 ns, 861.6494 ms/op
WorkloadResult  79: 1 op, 852543404.00 ns, 852.5434 ms/op
WorkloadResult  80: 1 op, 856799958.00 ns, 856.8000 ms/op
WorkloadResult  81: 1 op, 916576273.00 ns, 916.5763 ms/op
WorkloadResult  82: 1 op, 887563736.00 ns, 887.5637 ms/op
WorkloadResult  83: 1 op, 955467750.00 ns, 955.4678 ms/op
WorkloadResult  84: 1 op, 883688361.00 ns, 883.6884 ms/op
WorkloadResult  85: 1 op, 854541024.00 ns, 854.5410 ms/op
WorkloadResult  86: 1 op, 897672782.00 ns, 897.6728 ms/op
WorkloadResult  87: 1 op, 927595703.00 ns, 927.5957 ms/op
WorkloadResult  88: 1 op, 850800761.00 ns, 850.8008 ms/op
WorkloadResult  89: 1 op, 826802040.00 ns, 826.8020 ms/op
WorkloadResult  90: 1 op, 927702936.00 ns, 927.7029 ms/op
WorkloadResult  91: 1 op, 930930489.00 ns, 930.9305 ms/op
WorkloadResult  92: 1 op, 828841879.00 ns, 828.8419 ms/op
WorkloadResult  93: 1 op, 830462572.00 ns, 830.4626 ms/op
WorkloadResult  94: 1 op, 797040063.00 ns, 797.0401 ms/op
WorkloadResult  95: 1 op, 858256480.00 ns, 858.2565 ms/op
WorkloadResult  96: 1 op, 931088632.00 ns, 931.0886 ms/op
WorkloadResult  97: 1 op, 832570553.00 ns, 832.5706 ms/op
WorkloadResult  98: 1 op, 896963641.00 ns, 896.9636 ms/op

// AfterAll
// Benchmark Process 78515 has exited with code 0

Mean = 818.961 ms, StdErr = 6.564 ms (0.80%), N = 98, StdDev = 64.976 ms
Min = 727.022 ms, Q1 = 758.828 ms, Median = 813.868 ms, Q3 = 856.235 ms, Max = 980.433 ms
IQR = 97.407 ms, LowerFence = 612.718 ms, UpperFence = 1,002.345 ms
ConfidenceInterval = [796.686 ms; 841.235 ms] (CI 99.9%), Margin = 22.274 ms (2.72% of Mean)
Skewness = 0.57, Kurtosis = 2.41, MValue = 3.1

// **************************
// Benchmark: BenchmarkHarness.GrpcGetSmallPayloadAsync: DefaultJob [IterationCount=200]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "cfde9253-421c-4de7-8825-58f7bf658707.dll" --benchmarkName "RESTvsGRPC.BenchmarkHarness.GrpcGetSmallPayloadAsync(IterationCount: 200)" --job "Default" --benchmarkId 3 in /Users/cds100/Projects/CodeMazeSourceCode/GRPCvsREST/bin/Release/netcoreapp3.1/cfde9253-421c-4de7-8825-58f7bf658707/bin/Release/netcoreapp3.1
Failed to set up high priority. Make sure you have the right permissions. Message: Permission denied
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.8 (CoreCLR 4.700.20.41105, CoreFX 4.700.20.41903), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 539497.00 ns, 539.4970 us/op
WorkloadJitting  1: 1 op, 854650386.00 ns, 854.6504 ms/op

WorkloadWarmup   1: 1 op, 550067523.00 ns, 550.0675 ms/op
WorkloadWarmup   2: 1 op, 560230586.00 ns, 560.2306 ms/op
WorkloadWarmup   3: 1 op, 490563376.00 ns, 490.5634 ms/op
WorkloadWarmup   4: 1 op, 538670556.00 ns, 538.6706 ms/op
WorkloadWarmup   5: 1 op, 498841189.00 ns, 498.8412 ms/op
WorkloadWarmup   6: 1 op, 515874021.00 ns, 515.8740 ms/op

// BeforeActualRun
WorkloadActual   1: 1 op, 516067543.00 ns, 516.0675 ms/op
WorkloadActual   2: 1 op, 525621157.00 ns, 525.6212 ms/op
WorkloadActual   3: 1 op, 487931430.00 ns, 487.9314 ms/op
WorkloadActual   4: 1 op, 499605688.00 ns, 499.6057 ms/op
WorkloadActual   5: 1 op, 511290417.00 ns, 511.2904 ms/op
WorkloadActual   6: 1 op, 515093663.00 ns, 515.0937 ms/op
WorkloadActual   7: 1 op, 514705913.00 ns, 514.7059 ms/op
WorkloadActual   8: 1 op, 501499627.00 ns, 501.4996 ms/op
WorkloadActual   9: 1 op, 529359815.00 ns, 529.3598 ms/op
WorkloadActual  10: 1 op, 517602717.00 ns, 517.6027 ms/op
WorkloadActual  11: 1 op, 537327485.00 ns, 537.3275 ms/op
WorkloadActual  12: 1 op, 544553293.00 ns, 544.5533 ms/op
WorkloadActual  13: 1 op, 535548396.00 ns, 535.5484 ms/op
WorkloadActual  14: 1 op, 613083158.00 ns, 613.0832 ms/op
WorkloadActual  15: 1 op, 541629609.00 ns, 541.6296 ms/op
WorkloadActual  16: 1 op, 508069854.00 ns, 508.0699 ms/op
WorkloadActual  17: 1 op, 546494770.00 ns, 546.4948 ms/op
WorkloadActual  18: 1 op, 570975442.00 ns, 570.9754 ms/op
WorkloadActual  19: 1 op, 519439052.00 ns, 519.4391 ms/op
WorkloadActual  20: 1 op, 601555264.00 ns, 601.5553 ms/op
WorkloadActual  21: 1 op, 531612807.00 ns, 531.6128 ms/op
WorkloadActual  22: 1 op, 573001094.00 ns, 573.0011 ms/op
WorkloadActual  23: 1 op, 564605679.00 ns, 564.6057 ms/op
WorkloadActual  24: 1 op, 541275190.00 ns, 541.2752 ms/op
WorkloadActual  25: 1 op, 571226487.00 ns, 571.2265 ms/op
WorkloadActual  26: 1 op, 528010276.00 ns, 528.0103 ms/op
WorkloadActual  27: 1 op, 533218564.00 ns, 533.2186 ms/op
WorkloadActual  28: 1 op, 525693423.00 ns, 525.6934 ms/op
WorkloadActual  29: 1 op, 489606447.00 ns, 489.6064 ms/op
WorkloadActual  30: 1 op, 488184335.00 ns, 488.1843 ms/op
WorkloadActual  31: 1 op, 485774809.00 ns, 485.7748 ms/op
WorkloadActual  32: 1 op, 539880578.00 ns, 539.8806 ms/op
WorkloadActual  33: 1 op, 525307266.00 ns, 525.3073 ms/op
WorkloadActual  34: 1 op, 503536681.00 ns, 503.5367 ms/op
WorkloadActual  35: 1 op, 519396963.00 ns, 519.3970 ms/op
WorkloadActual  36: 1 op, 480080221.00 ns, 480.0802 ms/op
WorkloadActual  37: 1 op, 511126292.00 ns, 511.1263 ms/op
WorkloadActual  38: 1 op, 555717681.00 ns, 555.7177 ms/op
WorkloadActual  39: 1 op, 559507149.00 ns, 559.5071 ms/op
WorkloadActual  40: 1 op, 544526592.00 ns, 544.5266 ms/op
WorkloadActual  41: 1 op, 487092670.00 ns, 487.0927 ms/op
WorkloadActual  42: 1 op, 537475390.00 ns, 537.4754 ms/op
WorkloadActual  43: 1 op, 487148462.00 ns, 487.1485 ms/op
WorkloadActual  44: 1 op, 505970451.00 ns, 505.9705 ms/op
WorkloadActual  45: 1 op, 480211871.00 ns, 480.2119 ms/op
WorkloadActual  46: 1 op, 483436600.00 ns, 483.4366 ms/op
WorkloadActual  47: 1 op, 479742607.00 ns, 479.7426 ms/op
WorkloadActual  48: 1 op, 509083206.00 ns, 509.0832 ms/op
WorkloadActual  49: 1 op, 481360968.00 ns, 481.3610 ms/op
WorkloadActual  50: 1 op, 524303680.00 ns, 524.3037 ms/op
WorkloadActual  51: 1 op, 524745095.00 ns, 524.7451 ms/op
WorkloadActual  52: 1 op, 483159261.00 ns, 483.1593 ms/op
WorkloadActual  53: 1 op, 481857961.00 ns, 481.8580 ms/op
WorkloadActual  54: 1 op, 522403732.00 ns, 522.4037 ms/op
WorkloadActual  55: 1 op, 1121354272.00 ns, 1.1214 s/op
WorkloadActual  56: 1 op, 555520680.00 ns, 555.5207 ms/op
WorkloadActual  57: 1 op, 629119972.00 ns, 629.1200 ms/op
WorkloadActual  58: 1 op, 532320504.00 ns, 532.3205 ms/op
WorkloadActual  59: 1 op, 499116744.00 ns, 499.1167 ms/op
WorkloadActual  60: 1 op, 479870544.00 ns, 479.8705 ms/op
WorkloadActual  61: 1 op, 490706524.00 ns, 490.7065 ms/op
WorkloadActual  62: 1 op, 526143445.00 ns, 526.1434 ms/op
WorkloadActual  63: 1 op, 485354452.00 ns, 485.3545 ms/op
WorkloadActual  64: 1 op, 485339205.00 ns, 485.3392 ms/op
WorkloadActual  65: 1 op, 485478230.00 ns, 485.4782 ms/op
WorkloadActual  66: 1 op, 500478528.00 ns, 500.4785 ms/op
WorkloadActual  67: 1 op, 490630824.00 ns, 490.6308 ms/op
WorkloadActual  68: 1 op, 491839981.00 ns, 491.8400 ms/op
WorkloadActual  69: 1 op, 484603862.00 ns, 484.6039 ms/op
WorkloadActual  70: 1 op, 486426475.00 ns, 486.4265 ms/op
WorkloadActual  71: 1 op, 487693134.00 ns, 487.6931 ms/op
WorkloadActual  72: 1 op, 486681301.00 ns, 486.6813 ms/op
WorkloadActual  73: 1 op, 485254358.00 ns, 485.2544 ms/op
WorkloadActual  74: 1 op, 482848815.00 ns, 482.8488 ms/op
WorkloadActual  75: 1 op, 487503194.00 ns, 487.5032 ms/op
WorkloadActual  76: 1 op, 483377923.00 ns, 483.3779 ms/op
WorkloadActual  77: 1 op, 483385946.00 ns, 483.3859 ms/op
WorkloadActual  78: 1 op, 484770401.00 ns, 484.7704 ms/op
WorkloadActual  79: 1 op, 487719671.00 ns, 487.7197 ms/op
WorkloadActual  80: 1 op, 489426364.00 ns, 489.4264 ms/op
WorkloadActual  81: 1 op, 484220992.00 ns, 484.2210 ms/op
WorkloadActual  82: 1 op, 488367965.00 ns, 488.3680 ms/op
WorkloadActual  83: 1 op, 489931081.00 ns, 489.9311 ms/op
WorkloadActual  84: 1 op, 494479881.00 ns, 494.4799 ms/op
WorkloadActual  85: 1 op, 495422684.00 ns, 495.4227 ms/op

// AfterActualRun
WorkloadResult   1: 1 op, 516067543.00 ns, 516.0675 ms/op
WorkloadResult   2: 1 op, 525621157.00 ns, 525.6212 ms/op
WorkloadResult   3: 1 op, 487931430.00 ns, 487.9314 ms/op
WorkloadResult   4: 1 op, 499605688.00 ns, 499.6057 ms/op
WorkloadResult   5: 1 op, 511290417.00 ns, 511.2904 ms/op
WorkloadResult   6: 1 op, 515093663.00 ns, 515.0937 ms/op
WorkloadResult   7: 1 op, 514705913.00 ns, 514.7059 ms/op
WorkloadResult   8: 1 op, 501499627.00 ns, 501.4996 ms/op
WorkloadResult   9: 1 op, 529359815.00 ns, 529.3598 ms/op
WorkloadResult  10: 1 op, 517602717.00 ns, 517.6027 ms/op
WorkloadResult  11: 1 op, 537327485.00 ns, 537.3275 ms/op
WorkloadResult  12: 1 op, 544553293.00 ns, 544.5533 ms/op
WorkloadResult  13: 1 op, 535548396.00 ns, 535.5484 ms/op
WorkloadResult  14: 1 op, 541629609.00 ns, 541.6296 ms/op
WorkloadResult  15: 1 op, 508069854.00 ns, 508.0699 ms/op
WorkloadResult  16: 1 op, 546494770.00 ns, 546.4948 ms/op
WorkloadResult  17: 1 op, 570975442.00 ns, 570.9754 ms/op
WorkloadResult  18: 1 op, 519439052.00 ns, 519.4391 ms/op
WorkloadResult  19: 1 op, 531612807.00 ns, 531.6128 ms/op
WorkloadResult  20: 1 op, 573001094.00 ns, 573.0011 ms/op
WorkloadResult  21: 1 op, 564605679.00 ns, 564.6057 ms/op
WorkloadResult  22: 1 op, 541275190.00 ns, 541.2752 ms/op
WorkloadResult  23: 1 op, 571226487.00 ns, 571.2265 ms/op
WorkloadResult  24: 1 op, 528010276.00 ns, 528.0103 ms/op
WorkloadResult  25: 1 op, 533218564.00 ns, 533.2186 ms/op
WorkloadResult  26: 1 op, 525693423.00 ns, 525.6934 ms/op
WorkloadResult  27: 1 op, 489606447.00 ns, 489.6064 ms/op
WorkloadResult  28: 1 op, 488184335.00 ns, 488.1843 ms/op
WorkloadResult  29: 1 op, 485774809.00 ns, 485.7748 ms/op
WorkloadResult  30: 1 op, 539880578.00 ns, 539.8806 ms/op
WorkloadResult  31: 1 op, 525307266.00 ns, 525.3073 ms/op
WorkloadResult  32: 1 op, 503536681.00 ns, 503.5367 ms/op
WorkloadResult  33: 1 op, 519396963.00 ns, 519.3970 ms/op
WorkloadResult  34: 1 op, 480080221.00 ns, 480.0802 ms/op
WorkloadResult  35: 1 op, 511126292.00 ns, 511.1263 ms/op
WorkloadResult  36: 1 op, 555717681.00 ns, 555.7177 ms/op
WorkloadResult  37: 1 op, 559507149.00 ns, 559.5071 ms/op
WorkloadResult  38: 1 op, 544526592.00 ns, 544.5266 ms/op
WorkloadResult  39: 1 op, 487092670.00 ns, 487.0927 ms/op
WorkloadResult  40: 1 op, 537475390.00 ns, 537.4754 ms/op
WorkloadResult  41: 1 op, 487148462.00 ns, 487.1485 ms/op
WorkloadResult  42: 1 op, 505970451.00 ns, 505.9705 ms/op
WorkloadResult  43: 1 op, 480211871.00 ns, 480.2119 ms/op
WorkloadResult  44: 1 op, 483436600.00 ns, 483.4366 ms/op
WorkloadResult  45: 1 op, 479742607.00 ns, 479.7426 ms/op
WorkloadResult  46: 1 op, 509083206.00 ns, 509.0832 ms/op
WorkloadResult  47: 1 op, 481360968.00 ns, 481.3610 ms/op
WorkloadResult  48: 1 op, 524303680.00 ns, 524.3037 ms/op
WorkloadResult  49: 1 op, 524745095.00 ns, 524.7451 ms/op
WorkloadResult  50: 1 op, 483159261.00 ns, 483.1593 ms/op
WorkloadResult  51: 1 op, 481857961.00 ns, 481.8580 ms/op
WorkloadResult  52: 1 op, 522403732.00 ns, 522.4037 ms/op
WorkloadResult  53: 1 op, 555520680.00 ns, 555.5207 ms/op
WorkloadResult  54: 1 op, 532320504.00 ns, 532.3205 ms/op
WorkloadResult  55: 1 op, 499116744.00 ns, 499.1167 ms/op
WorkloadResult  56: 1 op, 479870544.00 ns, 479.8705 ms/op
WorkloadResult  57: 1 op, 490706524.00 ns, 490.7065 ms/op
WorkloadResult  58: 1 op, 526143445.00 ns, 526.1434 ms/op
WorkloadResult  59: 1 op, 485354452.00 ns, 485.3545 ms/op
WorkloadResult  60: 1 op, 485339205.00 ns, 485.3392 ms/op
WorkloadResult  61: 1 op, 485478230.00 ns, 485.4782 ms/op
WorkloadResult  62: 1 op, 500478528.00 ns, 500.4785 ms/op
WorkloadResult  63: 1 op, 490630824.00 ns, 490.6308 ms/op
WorkloadResult  64: 1 op, 491839981.00 ns, 491.8400 ms/op
WorkloadResult  65: 1 op, 484603862.00 ns, 484.6039 ms/op
WorkloadResult  66: 1 op, 486426475.00 ns, 486.4265 ms/op
WorkloadResult  67: 1 op, 487693134.00 ns, 487.6931 ms/op
WorkloadResult  68: 1 op, 486681301.00 ns, 486.6813 ms/op
WorkloadResult  69: 1 op, 485254358.00 ns, 485.2544 ms/op
WorkloadResult  70: 1 op, 482848815.00 ns, 482.8488 ms/op
WorkloadResult  71: 1 op, 487503194.00 ns, 487.5032 ms/op
WorkloadResult  72: 1 op, 483377923.00 ns, 483.3779 ms/op
WorkloadResult  73: 1 op, 483385946.00 ns, 483.3859 ms/op
WorkloadResult  74: 1 op, 484770401.00 ns, 484.7704 ms/op
WorkloadResult  75: 1 op, 487719671.00 ns, 487.7197 ms/op
WorkloadResult  76: 1 op, 489426364.00 ns, 489.4264 ms/op
WorkloadResult  77: 1 op, 484220992.00 ns, 484.2210 ms/op
WorkloadResult  78: 1 op, 488367965.00 ns, 488.3680 ms/op
WorkloadResult  79: 1 op, 489931081.00 ns, 489.9311 ms/op
WorkloadResult  80: 1 op, 494479881.00 ns, 494.4799 ms/op
WorkloadResult  81: 1 op, 495422684.00 ns, 495.4227 ms/op

// AfterAll
// Benchmark Process 78883 has exited with code 0

Mean = 509.716 ms, StdErr = 2.938 ms (0.58%), N = 81, StdDev = 26.438 ms
Min = 479.743 ms, Q1 = 486.681 ms, Median = 501.500 ms, Q3 = 528.010 ms, Max = 573.001 ms
IQR = 41.329 ms, LowerFence = 424.688 ms, UpperFence = 590.004 ms
ConfidenceInterval = [499.680 ms; 519.752 ms] (CI 99.9%), Margin = 10.036 ms (1.97% of Mean)
Skewness = 0.69, Kurtosis = 2.34, MValue = 2.27

// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts/results/RESTvsGRPC.BenchmarkHarness-report.csv
  BenchmarkDotNet.Artifacts/results/RESTvsGRPC.BenchmarkHarness-report-github.md
